headline,description,link,source,original,related,date_published,date_modified,timezone,detailed_news,detailed_news_sentiment,detailed_news_score
Here are Apple’s top AI announcements from WWDC 2025,"At WWDC 2025, Apple announced several AI features, such as a workout coach, live translation, and more.",https://finance.yahoo.com/news/apple-top-ai-announcements-wwdc-175312185.html,,AAPL,[],2025-06-12 17:53:12+00:00,,,"Last year, Apple’s WWDC keynote highlighted the company’s ambitious strides in AI.This year, the company toned down its emphasis onApple Intelligenceand concentrated on updates to its operating systems, services, and software, introducing a new aesthetic it calls “Liquid Glass” along with a new naming convention.
Nevertheless, Apple still attempted to appease the crowd with a few AI-related announcements, such as an image analysis tool, a workout coach, a live translation feature, and more.
Visual Intelligence is Apple’s AI-powered image analysis technology that allows you to gather information about your surroundings. For example, it can identify a plant in a garden, tell you about a restaurant, or recognize a jacket someone is wearing.
Now, the feature will be able to interact with the information on your iPhone’s screen. For instance, if you come across a post on a social media app, Visual Intelligence can conduct an image search related to what you see while browsing. The tool performs the search using Google Search, ChatGPT, and similar apps.
To access Visual Intelligence, open the Control Center or customize the Action button (the same button typically used to take a screenshot). The feature becomes available with iOS 26 when it launches later this year.Read more.
Apple integratedChatGPT into Image Playground, its AI-powered image generation tool. With ChatGPT, the app can now generate images in new styles, such as “anime,” “oil painting,” and “watercolor.” There will also be an option to send a prompt to ChatGPT to let it create additional images.Read more.
Apple’s latest AI-driven workout coach is exactly what it sounds like — it uses a text-to-speech model to deliver encouragement while you exercise, mimicking a personal trainer’s voice. When you begin a run, the AI within the Workout app provides you with a motivational talk, highlighting key moments such as when you ran your fastest mile and your average heart rate. After you’ve completed the workout, the AI summarizes your average pace, heart rate, and whether you achieved any milestones.Read more.
Apple Intelligence is powering a new live translation feature for Messages, FaceTime, and phone calls. This technology automatically translates text or spoken words into the user’s preferred language in real time. During FaceTime calls, users will see live captions, whereas for phone calls, Apple will translate the conversation aloud.Read more.
Apple has introduced two new AI-powered features for phone calls. The first is referred to ascall screening, which automatically answers calls from unknown numbers in the background. This allows users to hear the caller’s name and the reason for the call before deciding whether to answer.",neutral,0
Apple fixes new iPhone zero-day bug used in Paragon spyware hacks,The iPhone maker quietly updated a February security advisory to publicize a flaw that was used to hack at least two journalists in Europe.,https://finance.yahoo.com/news/apple-fixes-iphone-zero-day-170641824.html,,AAPL,[],2025-06-12 17:06:41+00:00,,,"Researchers revealed on Thursday thattwo European journalists had their iPhones hacked with spyware made by Paragon. Apple says it has fixed the bug that was used to hack their phones.
The Citizen Lab wrote in its report, shared with TechCrunch ahead of its publication, that Apple had told its researchers that the flaw exploited in the attacks had been “mitigated in iOS 18.3.1,” a software update for iPhones released on February 10.
Until this week, the advisory of that security updatementionedonly one unrelated flaw, whichallowed attackers to disable an iPhone security mechanismthat makes it harder to unlock phones.
On Thursday, however, Appleupdated its February 10 advisoryto include details about a new flaw, which was also fixed at the time but not publicized.
“A logic issue existed when processing a maliciously crafted photo or video shared via an iCloud Link. Apple is aware of a report that this issue may have been exploited in an extremely sophisticated attack against specific targeted individuals,” reads the now-updated advisory.
In the final version of its report published Thursday, The Citizen Lab confirmed this is the flaw used against Italian journalist Ciro Pellegrino and an unnamed “prominent” European journalist.
Do you have more information Paragon? Or other spyware makers? From a non-work device and network, you can contact Lorenzo Franceschi-Bicchierai securely on Signal at +1 917 257 1382, or via Telegram and Keybase @lorenzofb, oremail.
It’s unclear why Apple did not disclose the existence of this patched flaw until four months after the release of the iOS update, and an Apple spokesperson did not respond to a request for comment seeking clarity.
The Paragon spyware scandal began in January, when WhatsApp notified around 90 of its users,including journalists and human rights activists, that they had been targeted with spyware made by Paragon, dubbed Graphite.
Then, at the end of April,several iPhone users received a notificationfrom Apple alerting them that they had been the targets of mercenary spyware. The alert did not mention the spyware company behind the hacking campaign.
On Thursday, The Citizen Labpublished its findingsconfirming that two journalists who had received that Apple notification were hacked with Paragon’s spyware.
It’s unclear if all the Apple users who received the notification were also targeted with Graphite. The Apple alert said that “today’s notification is being sent to affected users in 100 countries.”",neutral,0
"Apple fumbled its personal AI debut, but the alternative was far worse","This week, the company explained why it was forced to retreat from the cool Siri AI features it announced a year ago.",https://finance.yahoo.com/news/apple-fumbled-personal-ai-debut-160000321.html,,AAPL,['META'],2025-06-12 16:00:00+00:00,,,"Welcome toAI Decoded,Fast Company’s weekly newsletter that breaks down the most important news in the world of AI. You can sign up to receive this newsletter every weekhere.
Most Read from Fast Company
Starbucks just developed an ingenious way to add 15 grams of protein to almost any drink
5 ways to rewire your brain for happiness
Ram Trucks fires up a near-perfect brand apology ad
Apple said at its WWDC developer conference Monday that the much-hyped Apple Intelligence features it announced at last year’s event are still not ready to ship—and likely won’t be until 2026. Now, the company is living with a media narrative that it’sfailed,fallen behind,stuck in neutral, orin retreaton AI.
To be clear, Apple’s various operating systems already include AI-powered features, from photo cleanup to call screening. And the company did deliver some of the Apple Intelligence tools it promised last year. But those were first-generation large language model functions like text message summarization and writing assistance—unambitious by generative AI standards and not especially useful.
What got everyone excited at WWDC 2024 were the advanced, personalized AI features that allow Siri to leverage a user’s personal data and carry out actions on their behalf. Some examples:
A user could say, “Hey Siri, when does Mom’s flight land?” and Siri—having access to the user’s email, contacts, calendar, and files—would know the answer.
Siri would also be able to “see” what’s on the user’s screen, so it could, for example, read an address from a text message and add it to a contact card.
A user could tell Siri to take action within an app, such as: “Siri, take the red-eye out of this photo,” or “Send the email I drafted to Judy and Carmen.”
Cool stuff, useful, and things Apple is uniquely positioned to offer. So what happened?
Apple software chief Craig Federighi and head of marketing Greg “Joz” Joswiak offered a fuller explanation during a round of media interviews Tuesday. According to them, Apple had a working “version one” of a new Siri architecture before announcing the personal AI features at WWDC 2024. (In other words: No, the demos weren’t vaporware.) The Siri team believed they could continue polishing the product until it performed reliably enough for a late 2024 release.
But Federighi explained in aninterview withTechRadarthat the system continued to generate too many unreliable results in internal testing. When a year-end release became unrealistic, the team aimed for spring 2025. But by then, the system was still inconsistent. That’s when the Siri team concluded it would need to create a “version two” of the new Siri architecture—one that “extends across the entire Siri experience.” Until that reworked Siri is performing reliably in-house, Federighi said, the company won’t speculate on a public release date.",neutral,0
Your iPad is your new computer,"Apple's upcoming iPadOS 26 makes the iPad function more like a MacBook, rather than a giant iPhone, making it a boon for productivity.",https://finance.yahoo.com/news/ipad-computer-153707214.html,,AAPL,[],2025-06-12 15:37:07+00:00,,,"After itsWWDC 2025event, Apple described its upcomingiPadOS 26update as “the biggest iPadOS release ever.” This doesn’t seem like it’s just a self-aggrandizing exaggeration — iPadOS 26 could actually change the way we think about the utility of a 15-year-old product that has long felt like an oversized iPhone designed for a cyclops.
The new OS brings us multi-tasking tools, a new windowing system, and the Preview app, which may not sound as alluring as “Liquid Glass.” But if you’ve ever tried to have a productive workday via iPad, then this news is more exciting than Sabrina Carpenter’snew albumannouncement (and that’s not just because her new song waskinda mid).
As it stands now, you can only havetwo windows open at onceon the iPad, and navigating between the two windows is kind of a nightmare. If you’re trying to write an email while also looking at your calendar to confirm that you’re giving your co-worker a good time to call you, then you’ll probably be toggling the two windows back and forth, struggling to see all of the relevant information. It’s kind of a mess, and a big reason why I never work on my iPad (despite having spent over $100 on Logitech’s detachable keyboard…)
If I have to refer to any sources during the writing process — whether that be a press release, interview notes, an email, a research paper, or, god forbid, all of the above — then I might as well just pull my phone out as a second tiny screen. Let’s just say, it isn’t the most user-friendly experience.
With the new window controls in iPadOS 26, you can see all of your open windows at once, then tile them intuitively to help you multitask. These window controls are also compatible withStage Manager, which lets you organize your windows into specific environments. As a result, iPadOS isremoving its older multitasking features,Split View and Slide Over.
Meanwhile, the iPad’s new Preview app makes it possible to edit and view PDFs natively, including features like AutoFill and Apple Pencil compatibility.
Like Mac products, iPad apps will now get a menu bar, which makes it easier to locate specific commands or features within an app. Developers also have access to customizing the menu bar in their own apps.
And if you often work with folders, you can pin them to your dock, rather than navigating through a clunky Files app.
There’s more to the new OS than these quality-of-life features (which, frankly, could’ve been shipped a while ago). Given the computing power of Apple’s silicon chips, iPadOS 26 can perform high-intensity background tasks like exporting a video, allowing you to keep working while waiting for the export to complete.",neutral,0
'Mag 7' turned 'Mid 7': Is 2025 the end of tech dominance?,"The tech sector (XLK), specifically the ""Magnificent Seven,"" made up of Nvidia (NVDA), Alphabet (GOOG, GOOGL), Tesla (TSLA), Microsoft (MSFT), Amazon (AMZN), Meta (META), and Apple (AAPL), was a significant driver of market gains in 2023 and 2024. However, 2025 has been a different story so far. Yahoo Finance Markets Reporter Josh Schafer and Wall Street Alliance Group partner Aadil Zaman sit down with Brad Smith on Catalysts to take a look at how the Magnificent Seven has underperformed the wider market in 2025. To watch more expert insights and analysis on the latest market action, check out more Catalysts here.",https://finance.yahoo.com/video/mag-7-turned-mid-7-150505452.html,,AAPL,"['MSFT', 'META', 'AMZN']",2025-06-12 15:05:05+00:00,,,"The tech sector (XLK), specifically the ""Magnificent Seven,"" made up of Nvidia (NVDA), Alphabet (GOOG,GOOGL), Tesla (TSLA), Microsoft (MSFT), Amazon (AMZN), Meta (META), and Apple (AAPL), was a significant driver of market gains in 2023 and 2024. However, 2025 has been a different story so far.
Yahoo Finance Markets ReporterJosh Schaferand Wall Street Alliance Group partner Aadil Zaman sit down withBrad Smithon Catalysts to take a look at how the Magnificent Seven has underperformed the wider market in 2025.
To watch more expert insights and analysis on the latest market action, check out more Catalystshere.
Let's talk a little bit more about the tech trade. Nvidia trading near record highs as tech per usual big driver of the market's push higher. The tech sector, is it poised to remain the market leader? That's the big question. Our very own Josh Schafer joins us now at the desk. You've been digging into this and this leadership that we've seen from tech in this rally.
Yeah, Brad, so I mean, you have the S&P 500 back near record highs, of course, Nvidia also back near record highs, as you mentioned, right? And so the question I've sort of been posing the strategist over the last week is, okay, well, if we go higher, what takes us higher, right? What's sort of this next leg of the bull market? And I think it's interesting because you sort of hear both sides of this trade, right? Like the folks over at City, they just moved up their S&P 500 target to 6300. They're still talking about growth is defensive. You think about a lot of these companies, Nvidia would probably be included in that, maybe an Apple, all really all of them, right? Are cash rich businesses, they're businesses that can do well if rates stay higher. But what I thought was interesting, different take from Richard Bernstein over at Richard Bernstein Advisors. He had a note out calling it the mid seven.
Mhm.
And so when I talked to Richard, he highlighted this chart. Uh this is the percent of stocks that have outperformed the S&P 500. Of course, those two little lines you see over the last two years are 2023 and 2024, right? That was your mag seven led rally. Well, pick your head up. Stocks outside of the mag seven have been doing very well thus far in 2025, right? You've seen a lot of outperformance from a lot of the other sectors. I think seven of the 11 S&P 500 sectors are outperforming the index. And so Bernstein sort of making the point that as growth slows for that mag seven cohort. Yes, the earnings year of year growth is still strong, but it is slowing, right? That rate of change is coming down. That might make the case for perhaps some more of the 493 and some other areas of the market to be areas where you can you can play.
I I just didn't expect from mid seven the Gen Z vernacular to make its way into a Richard Bernstein analysis here. It's mid right now.
It's mid. Sometimes it's just mid, Brad.
You know, as we talk about that leadership, Adil, what are you anticipating from the mag seven, especially as we're looking for this diversification within portfolios right now?
Yeah, so we we do think that these companies will continue to do well because what happens is that there's a lot of expenditure that is going into artificial intelligence. There's a lot of government policy that is supporting artificial. There's deregulation also happening. And that makes us believe that because of the productivity that these companies are bringing about because of AI related productivity, that's going to cause GDP to increase as well. So we do think that the mag seven will continue to do well, but one of the problems we see, we deal with a lot of retail investors. One of the problems we see is that people are like overly concentrated in the mag seven. You know, like they'll have 60 to 70% of their portfolio in tech related investments. That's where we want to put the personal finance hat on, and we want to say that this can be treacherous. Make sure you're broad because to your point, there are a lot of other sectors that are doing really well. AI doesn't mean that only mag seven will do well. There are other sectors that could do well also.
Has that rebalancing started to happen among clients yet? Because I feel like April was maybe a wake up or February to April was a little bit of a wake up call, right? Those a lot of those stocks got hammered pretty significantly, but then you had the strong come up really over the last month and a half now. Are clients starting to really wonder like, okay, should I rebalance here? Did I just hold Nvidia? Did really well, and now it's too big in the portfolio?
Well, there's this is where the behavioral finance comes in as well because, you know, people don't want to sell Nvidia like they love it, right? So and we've been where others were being aggressive end of last year, we were being defensive. We were saying all right, you know, take a pause, take a step back, right size your exposure to these companies, increase the breadth of your portfolio. So we have been doing it, but I do feel that the ordinary retail investor that is having a do it yourself approach is overexposed there. Uh if you look at the S&P 500 by itself, that's more than 40% in tech right now. And if you add a few other technology companies in the portfolio, now you're 50, 60% in tech, right? That's the ordinary retail investor that has a do it yourself approach.",neutral,0
CoreWeave Shorts Face 150% Borrow Costs After $1.6 Billion Loss,(Bloomberg) -- CoreWeave Inc.’s soaring share price is torching short sellers who are paying high prices to bet that the stock will soon fall back to earth.Most Read from BloombergShuttered NY College Has Alumni Fighting Over Its FutureTrump’s Military Parade Has Washington Bracing for Tanks and WeaponryNYC Renters Brace for Price Hikes After Broker-Fee BanDo World’s Fairs Still Matter?NY Long Island Rail Service Resumes After Grand Central FireA more than two-fold gain in CoreWeave’s shares sin,https://finance.yahoo.com/news/coreweave-shorts-face-150-borrow-133523404.html,,AAPL,"['GOOG', 'ORCL', 'VOYG']",2025-06-12 13:35:23+00:00,,,"(Bloomberg) -- CoreWeave Inc.’s soaring share price is torching short sellers who are paying high prices to bet that the stock will soon fall back to earth.
Most Read from Bloomberg
Shuttered NY College Has Alumni Fighting Over Its Future
Trump’s Military Parade Has Washington Bracing for Tanks and Weaponry
NYC Renters Brace for Price Hikes After Broker-Fee Ban
Do World’s Fairs Still Matter?
NY Long Island Rail Service Resumes After Grand Central Fire
A more than two-fold gain in CoreWeave’s shares since the end of April has saddled short sellers with $1.6 billion in paper losses, according to data from S3 Partners. Undeterred by an eye-watering cost to borrow that’s hit about 150% of the stock price, there are plenty of traders willing to bet against CoreWeave, according to Ihor Dusaniwsky, S3’s managing director of predictive analytics.
“A lot of new guys think this new price level is an extraordinarily attractive short,” Dusaniwsky said. “Shorts are staying in because they believe the expected P&L more than offsets the financing costs.”
Borrow fees, which are annualized, are typically much lower for most other stocks. Tesla Inc. and Apple Inc., for example, both have borrow fees of less than 1%.
CoreWeave’s heavy spending and the run up in its shares have made the company a popular target for short sellers, who borrow a stock and sell it with the aim of buying it back at a lower price and pocketing the difference. The bears have gotten some relief from a two-day slump this week, but CoreWeave shares gained as much as 3.4% in early trading on Thursday after a report that the firm won new business from Google.
CoreWeave rents cloud computing capacity to customers like Microsoft Corp. and is expanding rapidly amid brisk demand for AI infrastructure. However, that growth requires a lot of investment, which prompted CoreWeave last month to forecast capital spending of as much as $23 billion in its current fiscal year. The company is projected to lose $934 million this year, according to the average of analyst estimates compiled by Bloomberg.
Felix Wang, an analyst at Hedgeye Risk Management, recommended shorting CoreWeave in April and has watched in disbelief as the stock has pushed higher. Still, Wang is sticking with his call and remains skeptical that CoreWeave will be able to obtain larger, new multi-year contracts in the coming years.
“My belief is that there is no path forward on them reaching profitability in at least a few years and losses will continue to go higher and higher,” he said in an interview. “It’s hard, but I’m trying to screen out the noise and the meme volatility.”",neutral,0
"The Zacks Analyst Blog Highlights Apple, Walt Disney, AMD, Armanino Foods of Distinction and Optex Systems","AAPL, DIS, and AMD show mixed performance as analysts spotlight service growth, park gains, and data center strength.",https://finance.yahoo.com/news/zacks-analyst-blog-highlights-apple-132600378.html,,AAPL,"['DIS', 'AMD']",2025-06-12 13:26:00+00:00,,,"Chicago, IL – June 12, 2025 – Zacks.com announces the list of stocks featured in the Analyst Blog. Every day the Zacks Equity Research analysts discuss the latest news and events impacting stocks and the financial markets. Stocks recently featured in the blog include: Apple Inc. AAPL, The Walt Disney Co. DIS, Advanced Micro Devices, Inc. AMD, Armanino Foods of Distinction, Inc. AMNF and Optex Systems Holdings, Inc OPXS.
Here are highlights from Wednesday’s Analyst Blog:
The Zacks Research Daily presents the best research output of our analyst team. Today's Research Daily features new research reports on 16 major stocks, including Apple Inc., The Walt Disney Co. and Advanced Micro Devices, Inc., as well as two micro-cap stocks Armanino Foods of Distinction, Inc. and Optex Systems Holdings, Inc. The Zacks microcap research is unique as our research content on these small and under-the-radar companies is the only research of its type in the country.
These research reports have been hand-picked from the roughly 70 reports published by our analyst team today.
You cansee all of today's research reports here >>>
The daily 'Ahead of Wall Street' article is a must-read for all investors who would like to be ready for that day's trading action. The article comes out before the market opens and attempts to make sense of that morning's economic releases and how they will affect that day's market action. You can read this article for free on our home page and can actually sign up there to get an email notification as this article comes out each morning.
You can read today's AWS here >>>Good News on Trade Deal, CPI Numbers
Today's Featured Research Reports
Shares ofApplehave declined -4.5% over the past year against the Zacks Computer - Micro Computers industry's decline of -4.9%. The company's weakness in iPhone sales, particularly in China, is a concern. Increasing regulatory headwinds and tariffs are a concern for investors.
Nevertheless, Apple is benefiting from strong growth in Services revenues. It now has more than 1 billion paid subscribers across its Services portfolio, more than double what it had four years ago. The expanding content portfolio of Apple TV+ and Apple Arcade helped in driving subscriber growth.
Apple expects the June quarter's (third-quarter fiscal 2025) revenues to grow low to mid-single digits on a year-over-year basis. The introduction of Apple Intelligence, an advanced personal intelligence system seamlessly integrated into iOS 18, iPadOS 18 and macOS Sequoia, is helping Apple sale more of its devices including iPhone.",neutral,0
"The Zacks Analyst Blog Highlights Apple, Amazon, Microsoft and Alphabet","AAPL unveils Apple Intelligence and Liquid Glass at WWDC25, but weak China sales and valuation raise concerns.",https://finance.yahoo.com/news/zacks-analyst-blog-highlights-apple-131300813.html,,AAPL,"['MSFT', 'GOOG']",2025-06-12 13:13:00+00:00,,,"Chicago, IL – June 12, 2025 – Zacks.com announces the list of stocks featured in the Analyst Blog. Every day the Zacks Equity Research analysts discuss the latest news and events impacting stocks and the financial markets. Stocks recently featured in the blog include: Apple AAPL, Amazon AMZN, Microsoft MSFT and Alphabet GOOGL.
Here are highlights from Wednesday’s Analyst Blog:
Apple, at this year's annual Worldwide Developers Conference (WWDC), introduced a plethora of updates in its major platforms — iOS 26, iPadOS 26, macOS Tahoe 26, tvOS 26, visionOS 26 and watchOS 26 — along with a new software design crafted with a new material called Liquid Glass. The translucent material reflects and refracts its surroundings and intelligently adapts between light and dark environments. Liquid Glass makes apps and system experiences more expressive, offering users greater focus on content.
At WWDC25, the company announced new Apple Intelligence features like Live Translation, updates to visual intelligence, as well as enhancements to Image Playground and Genmoji. Shortcuts can access Apple Intelligence directly. Developers also get access to the on-device large language model, which is at the core of Apple Intelligence. The latest features are now available for testing and are expected to be generally available this fall with supported devices.
Apple is expanding Services with AutoMix and Lyrics Translation features in Apple Music. Sing will allow users to transform their iPhones into a handheld microphone for Apple TV, while preferred routes and visited places in Apple Map make navigation easier for users. Apple Intelligence is now getting added to Apple Wallet, and users can make purchases with Apple Pay.
Powered by Apple Intelligence, Apple Wallet can now automatically identify, summarize and display order tracking details from emails sent from merchants or delivery carriers. Meanwhile, Apple Pay expands the ability to pay with rewards and installments to in-store purchases for added flexibility and choice.
The latest features and the Liquid Glass software design bode well for Apple's prospects, although Apple Intelligence features lacked the ""wow"" factor. Apple continues to play catch-up in the AI domain against the likes ofAmazon,MicrosoftandAlphabet. Apple shares have declined 19.1% year to date (YTD), underperforming the Zacks Computer & Technology sector's appreciation of 2.5%. While Microsoft shares have returned 11.8% YTD, Amazon and Alphabet dropped 0.9% and 5.6%, respectively.",neutral,0
How To Earn $500 A Month From Apple Stock,"Apple Inc. (NASDAQ:AAPL) shares closed lower on Wednesday as investors continued to digest announcements from this week's Worldwide Developers Conference. The much-anticipated event showcased updates across Apple's operating systems, including a new design language called ""Liquid Glass,"" but left some analysts and investors underwhelmed by its advancements in artificial intelligence. With the recent buzz around Apple, some investors may be eyeing potential gains from the company's dividends too.",https://finance.yahoo.com/news/earn-500-month-apple-stock-122003683.html,,AAPL,[],2025-06-12 12:20:03+00:00,,,"Apple Inc.(NASDAQ:AAPL) shares closed lower on Wednesday as investors continued to digest announcements from this week'sWorldwide Developers Conference.
The much-anticipated event showcased updates across Apple's operating systems, including a new design language called ""Liquid Glass,"" but left some analysts and investors underwhelmed by its advancements in artificial intelligence.
With the recent buzz around Apple, some investors may be eyeing potential gains from the company's dividends too. As of now, Apple offers an annual dividend yield of 0.52%, which is a quarterly dividend amount of 26 cents per share ($1.04 a year).
To figure out how to earn $500 monthly from Apple, we start with the yearly target of $6,000 ($500 x 12 months).
Next, we take this amount and divide it by Apple $1.04 dividend: $6,000 / 1.04 = 5,769 shares.
So, an investor would need to own approximately $1,146,762 worth of Apple, or 5,769 shares to generate a monthly dividend income of $500.
Assuming a more conservative goal of $100 monthly ($1,200 annually), we do the same calculation: $1,200 / $1.04 = 1,154 shares, or $229,392 to generate a monthly dividend income of $100.
View more earnings on AAPL
Note that dividend yield can change on a rolling basis, as the dividend payment and the stock price both fluctuate over time.
The dividend yield is calculated by dividing the annual dividend payment by the current stock price. As the stock price changes, the dividend yield will also change.
For example, if a stock pays an annual dividend of $2 and its current price is $50, its dividend yield would be 4%. However, if the stock price increases to $60, the dividend yield would decrease to 3.33% ($2/$60).
Conversely, if the stock price decreases to $40, the dividend yield would increase to 5% ($2/$40).
Further, the dividend payment itself can also change over time, which can also impact the dividend yield. If a company increases its dividend payment, the dividend yield will increase even if the stock price remains the same. Similarly, if a company decreases its dividend payment, the dividend yield will decrease.
AAPL Price Action:Shares of Apple fell by 1.9% to close at $198.78 on Wednesday.

Read More:
Top 2 Consumer Stocks That May Plunge In June
Photo: Akhenaton Images/Shutterstock
Up Next: Transform your trading with Benzinga Edge's one-of-a-kind market trade ideas and tools.Click now to access unique insightsthat can set you ahead in today's competitive market.
Get the latest stock analysis from Benzinga?
This articleHow To Earn $500 A Month From Apple Stockoriginally appeared onBenzinga.com
© 2025 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.",neutral,0
"Adobe Earnings, Bond Auction, Inflation Data: Still to Come This Week","Thursday will bring producer-price index data from May, providing another reading on inflation and how prices have changed as a result of tariff policies. Wednesday's consumer-price index showed weaker-than-expected core inflation.",https://finance.yahoo.com/m/25322d03-6618-3cd0-97c7-1008d8cad10b/adobe-earnings-bond-auction-.html,,AAPL,['ADBE'],2025-06-12 12:20:01+00:00,,,"Thursday will bring producer-price index data from May, providing another reading on inflation and how prices have changed as a result of tariff policies. Wednesday's consumer-price index showed weaker-than-expected core inflation.",negative,-1
Researchers confirm two journalists were hacked with Paragon spyware,"The confirmation of two hacked victims further deepens an ongoing spyware scandal that, for now, appears largely focused on the Italian government.",https://finance.yahoo.com/news/researchers-confirm-two-journalists-were-120000196.html,,AAPL,[],2025-06-12 12:00:00+00:00,,,"Two European journalists were hacked usinggovernment spywaremade by Israeli surveillance tech provider Paragon, new research has confirmed.
On Thursday, digital rights groupThe Citizen Labpublished a new report detailing the results of a new forensic investigation into the iPhones of Italian journalist Ciro Pellegrino and an unnamed “prominent” European journalist. The researchers said both journalists were hacked by the sameParagoncustomer, based on evidence found on the two journalists’ devices.
Until now, there was no evidence that Pellegrino, who works foronline news website Fanpage, had been either targeted or hacked with Paragon spyware.When he was alerted by Apple at the end of April, the notification referred to a mercenary spyware attack, but did not specifically mention Paragon, nor whether his phone had been infected with the spyware.
The confirmation of the first-ever known Paragon infections further deepens an ongoing spyware scandal that, for now, appears to be mostly focused on the use of spyware by the Italian government, but could expand to include other countries in Europe.
These new revelations come months afterWhatsApp first notified around 90 of its usersin over two dozen countries in Europe and beyond, including journalists, that they had been targeted with Paragon spyware, known as Graphite. Among those targeted were several Italians,including Pellegrino’s colleague and Fanpage director Francesco Cancellato, as well as nonprofit workers who help rescue migrants at sea.
Last week, Italy’s parliamentary committee known as COPASIR, which oversees the country’s intelligence agencies’ activities,published a report that said it found no evidence that Cancellato was spied on. The report, which confirmed that Italy’s internal and external intelligence agencies AISI and AISE were Paragon customers, made no mention of Pellegrino.
The Citizen Lab’s new report puts into question COPASIR’s conclusions.
“A week ago it seemed like Italy was putting this scandal to bed. Now they’ll have to reckon with new forensic evidence,” John Scott-Railton, a senior researcher at The Citizen Lab, told TechCrunch ahead of the report’s publication. “Ciro’s case adds to the big and politically tricky question: Who has been hacking Italian journalists with Paragon spyware? This mystery needs an answer.”
Scott-Railton said The Citizen Lab believes that the Italian government is in a position to definitively answer questions about what was done with their use of Paragon spyware, particularly regarding Ciro’s case.",neutral,0
Xi Plays Long Game on US-China Trade as Trump Seeks Quick Wins,"(Bloomberg) -- While Donald Trump hailed the outcome of trade talks in London, Xi Jinping walked away with an understated strategic gain: a negotiating process that buys China time and helps defuse the threat of more harmful tariffs and technology curbs.Most Read from BloombergShuttered NY College Has Alumni Fighting Over Its FutureTrump’s Military Parade Has Washington Bracing for Tanks and WeaponryNYC Renters Brace for Price Hikes After Broker-Fee BanNY Long Island Rail Service Resumes After G",https://finance.yahoo.com/news/xi-plays-long-game-us-114305447.html,,AAPL,[],2025-06-12 12:25:18+00:00,,,"(Bloomberg) — While Donald Trump hailed the outcome of trade talks in London, Xi Jinping walked away with an understated strategic gain: a negotiating process that buys China time and helps defuse the threat of more harmful tariffs and technology curbs.
Most Read from Bloomberg
Shuttered NY College Has Alumni Fighting Over Its Future
Trump’s Military Parade Has Washington Bracing for Tanks and Weaponry
NYC Renters Brace for Price Hikes After Broker-Fee Ban
NY Long Island Rail Service Resumes After Grand Central Fire
Do World’s Fairs Still Matter?
Shortly after two days of negotiations wrapped, Trump declared Wednesday on social media that a deal had been “DONE” to restore the flow of critical magnets from China, and pledged to lift curbs on student visas. Hours earlier, US Commerce Secretary Howard Lutnick revealed Washington would unwind its recent tech curbs, if niche metals essential to US auto and defense firms now flowed fast enough.
China’s focus was very different. A People’s Daily commentary on Thursday — Beijing’s most substantial comments so far on the talks — made no mention of export controls. Instead, the Communist Party mouthpiece touted an “institutional guarantee” established in Geneva for the two sides to bridge differences via a “consultation mechanism.” In a long-awaited leaders’ call before the London negotiations, Xi told Trump the importance of using this channel, it added.
The contrast illustrates a disconnect in how the world’s biggest economies want to manage their trade dispute, and broader rollercoaster relationship. While Trump seeks quick deals done directly with top leaders, Xi favors a framework led by his lieutenants that wards against being blindsided. Such haggling could drag on for years, with the “Phase One” deal from the first trade war taking most of Trump’s first term.
“Xi is playing a longer game on US-China trade. His time in office is simply much longer than Trump’s,” said Christopher Beddor, deputy China research director at Gavekal Research. “That’s not to say there’s never any short-term thinking, but the lack of term limits presents very different incentives than for Trump.”
While slow-walking negotiations allows China the chance to assess how hard a bargain Trump drives with other nations, the lingering uncertainty is bad for business, he added.
Xi showed last week he can be flexible, getting on the phone with Trump as ties spiraled, breaking from the protocol to set up such an interaction. In the Biden era, then National Security Advisor Jake Sullivan and Foreign Minister Wang Yi would huddle in foreign locations for days before their leaders spoke directly, managing outcomes and expectations.",neutral,0
